original_hk_gene_id	mapping_status	candidate_ids	candidate_count	local_gene_biotype	api_release	api_latest	api_is_current	api_request_status	notes
ENSPTRG00000022028	candidate_not_in_local_release115_gtf	ENSPTRG00000022028	1		64	ENSPTRG00000022028.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022039	candidate_not_in_local_release115_gtf	ENSPTRG00000022039	1		64	ENSPTRG00000022039.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022105	candidate_not_in_local_release115_gtf	ENSPTRG00000022105	1		64	ENSPTRG00000022105.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022109	replacement_not_protein_coding	ENSPTRG00000022109	1	pseudogene	116	ENSPTRG00000022109.5	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000022112	candidate_not_in_local_release115_gtf	ENSPTRG00000022112	1		90	ENSPTRG00000022112.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022117	candidate_not_in_local_release115_gtf	ENSPTRG00000022117	1		64	ENSPTRG00000022117.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022123	candidate_not_in_local_release115_gtf	ENSPTRG00000022123	1		64	ENSPTRG00000022123.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022131	candidate_not_in_local_release115_gtf	ENSPTRG00000022131	1		90	ENSPTRG00000022131.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022239	candidate_not_in_local_release115_gtf	ENSPTRG00000022239	1		64	ENSPTRG00000022239.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022261	candidate_not_in_local_release115_gtf	ENSPTRG00000022261	1		64	ENSPTRG00000022261.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022400	candidate_not_in_local_release115_gtf	ENSPTRG00000022400	1		64	ENSPTRG00000022400.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022431	candidate_not_in_local_release115_gtf	ENSPTRG00000022431	1		90	ENSPTRG00000022431.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022432	candidate_not_in_local_release115_gtf	ENSPTRG00000022432	1		64	ENSPTRG00000022432.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022441	candidate_not_in_local_release115_gtf	ENSPTRG00000022441	1		64	ENSPTRG00000022441.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022458	candidate_not_in_local_release115_gtf	ENSPTRG00000022458	1		90	ENSPTRG00000022458.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022467	candidate_not_in_local_release115_gtf	ENSPTRG00000022467	1		90	ENSPTRG00000022467.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022744	candidate_not_in_local_release115_gtf	ENSPTRG00000022744	1		90	ENSPTRG00000022744.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022752	candidate_not_in_local_release115_gtf	ENSPTRG00000022752	1		64	ENSPTRG00000022752.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022982	replacement_not_protein_coding	ENSPTRG00000022982	1	processed_pseudogene	116	ENSPTRG00000022982.5	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000023020	candidate_not_in_local_release115_gtf	ENSPTRG00000023020	1		90	ENSPTRG00000023020.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023064	candidate_not_in_local_release115_gtf	ENSPTRG00000023064	1		90	ENSPTRG00000023064.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023172	candidate_not_in_local_release115_gtf	ENSPTRG00000023172	1		64	ENSPTRG00000023172.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023259	candidate_not_in_local_release115_gtf	ENSPTRG00000023259	1		90	ENSPTRG00000023259.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023423	candidate_not_in_local_release115_gtf	ENSPTRG00000023423	1		90	ENSPTRG00000023423.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023474	candidate_not_in_local_release115_gtf	ENSPTRG00000023474	1		64	ENSPTRG00000023474.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023475	candidate_not_in_local_release115_gtf	ENSPTRG00000023475	1		64	ENSPTRG00000023475.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023480	candidate_not_in_local_release115_gtf	ENSPTRG00000023480	1		90	ENSPTRG00000023480.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023661	candidate_not_in_local_release115_gtf	ENSPTRG00000023661	1		64	ENSPTRG00000023661.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023799	candidate_not_in_local_release115_gtf	ENSPTRG00000023799	1		90	ENSPTRG00000023799.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023826	candidate_not_in_local_release115_gtf	ENSPTRG00000023826	1		90	ENSPTRG00000023826.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023841	candidate_not_in_local_release115_gtf	ENSPTRG00000023841	1		64	ENSPTRG00000023841.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023867	candidate_not_in_local_release115_gtf	ENSPTRG00000023867	1		64	ENSPTRG00000023867.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023887	candidate_not_in_local_release115_gtf	ENSPTRG00000023887	1		90	ENSPTRG00000023887.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023949	candidate_not_in_local_release115_gtf	ENSPTRG00000023949	1		64	ENSPTRG00000023949.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000023983	candidate_not_in_local_release115_gtf	ENSPTRG00000023983	1		90	ENSPTRG00000023983.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000024131	candidate_not_in_local_release115_gtf	ENSPTRG00000024131	1		90	ENSPTRG00000024131.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000024145	replacement_not_protein_coding	ENSPTRG00000024145	1	processed_pseudogene	116	ENSPTRG00000024145.5	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000024148	candidate_not_in_local_release115_gtf	ENSPTRG00000024148	1		64	ENSPTRG00000024148.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000024258	candidate_not_in_local_release115_gtf	ENSPTRG00000024258	1		64	ENSPTRG00000024258.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000024289	candidate_not_in_local_release115_gtf	ENSPTRG00000024289	1		64	ENSPTRG00000024289.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000024418	replacement_not_protein_coding	ENSPTRG00000024418	1	snoRNA	116	ENSPTRG00000024418.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000025652	replacement_not_protein_coding	ENSPTRG00000025652	1	snoRNA	116	ENSPTRG00000025652.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000025761	candidate_not_in_local_release115_gtf	ENSPTRG00000025761	1		90	ENSPTRG00000025761.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000025795	replacement_not_protein_coding	ENSPTRG00000025795	1	snoRNA	116	ENSPTRG00000025795.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000025837	candidate_not_in_local_release115_gtf	ENSPTRG00000025837	1		64	ENSPTRG00000025837.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000026086	replacement_not_protein_coding	ENSPTRG00000026086	1	snoRNA	116	ENSPTRG00000026086.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000026112	candidate_not_in_local_release115_gtf	ENSPTRG00000026112	1		64	ENSPTRG00000026112.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000026273	replacement_not_protein_coding	ENSPTRG00000026273	1	snoRNA	116	ENSPTRG00000026273.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000026567	candidate_not_in_local_release115_gtf	ENSPTRG00000026567	1		90	ENSPTRG00000026567.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000026744	candidate_not_in_local_release115_gtf	ENSPTRG00000026744	1		52	ENSPTRG00000026744.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000027152	replacement_not_protein_coding	ENSPTRG00000027152	1	snoRNA	116	ENSPTRG00000027152.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000028025	candidate_not_in_local_release115_gtf	ENSPTRG00000028025	1		90	ENSPTRG00000028025.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028129	candidate_not_in_local_release115_gtf	ENSPTRG00000028129	1		64	ENSPTRG00000028129.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028131	candidate_not_in_local_release115_gtf	ENSPTRG00000028131	1		64	ENSPTRG00000028131.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028132	candidate_not_in_local_release115_gtf	ENSPTRG00000028132	1		64	ENSPTRG00000028132.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028133	candidate_not_in_local_release115_gtf	ENSPTRG00000028133	1		64	ENSPTRG00000028133.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028134	candidate_not_in_local_release115_gtf	ENSPTRG00000028134	1		64	ENSPTRG00000028134.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028136	candidate_not_in_local_release115_gtf	ENSPTRG00000028136	1		64	ENSPTRG00000028136.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028137	candidate_not_in_local_release115_gtf	ENSPTRG00000028137	1		64	ENSPTRG00000028137.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028138	candidate_not_in_local_release115_gtf	ENSPTRG00000028138	1		64	ENSPTRG00000028138.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028139	candidate_not_in_local_release115_gtf	ENSPTRG00000028139	1		64	ENSPTRG00000028139.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028140	candidate_not_in_local_release115_gtf	ENSPTRG00000028140	1		64	ENSPTRG00000028140.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028141	candidate_not_in_local_release115_gtf	ENSPTRG00000028141	1		64	ENSPTRG00000028141.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028142	candidate_not_in_local_release115_gtf	ENSPTRG00000028142	1		64	ENSPTRG00000028142.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028158	candidate_not_in_local_release115_gtf	ENSPTRG00000028158	1		64	ENSPTRG00000028158.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028160	candidate_not_in_local_release115_gtf	ENSPTRG00000028160	1		64	ENSPTRG00000028160.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028162	candidate_not_in_local_release115_gtf	ENSPTRG00000028162	1		64	ENSPTRG00000028162.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028165	ambiguous_multiple_protein_coding	ENSPTRG00000046305;ENSPTRG00000052307	2		90	ENSPTRG00000028165.3		success	Multiple local protein-coding candidates; not rescued automatically
ENSPTRG00000028174	candidate_not_in_local_release115_gtf	ENSPTRG00000028174	1		64	ENSPTRG00000028174.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028245	replacement_not_protein_coding	ENSPTRG00000028245	1	processed_pseudogene	116	ENSPTRG00000028245.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000028323	candidate_not_in_local_release115_gtf	ENSPTRG00000028323	1		64	ENSPTRG00000028323.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028326	candidate_not_in_local_release115_gtf	ENSPTRG00000028326	1		64	ENSPTRG00000028326.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028479	candidate_not_in_local_release115_gtf	ENSPTRG00000028479	1		64	ENSPTRG00000028479.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028548	candidate_not_in_local_release115_gtf	ENSPTRG00000028548	1		90	ENSPTRG00000028548.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028689	candidate_not_in_local_release115_gtf	ENSPTRG00000028689	1		64	ENSPTRG00000028689.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028693	candidate_not_in_local_release115_gtf	ENSPTRG00000028693	1		64	ENSPTRG00000028693.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028723	candidate_not_in_local_release115_gtf	ENSPTRG00000028723	1		64	ENSPTRG00000028723.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028740	candidate_not_in_local_release115_gtf	ENSPTRG00000028740	1		64	ENSPTRG00000028740.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028902	candidate_not_in_local_release115_gtf	ENSPTRG00000028902	1		64	ENSPTRG00000028902.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000028919	candidate_not_in_local_release115_gtf	ENSPTRG00000028919	1		90	ENSPTRG00000028919.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029024	candidate_not_in_local_release115_gtf	ENSPTRG00000029024	1		64	ENSPTRG00000029024.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029029	candidate_not_in_local_release115_gtf	ENSPTRG00000029029	1		90	ENSPTRG00000029029.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029113	replacement_not_protein_coding	ENSPTRG00000029113	1	pseudogene	116	ENSPTRG00000029113.3	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000029115	candidate_not_in_local_release115_gtf	ENSPTRG00000029115	1		64	ENSPTRG00000029115.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029147	candidate_not_in_local_release115_gtf	ENSPTRG00000029147	1		64	ENSPTRG00000029147.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029240	candidate_not_in_local_release115_gtf	ENSPTRG00000029240	1		64	ENSPTRG00000029240.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029390	candidate_not_in_local_release115_gtf	ENSPTRG00000029390	1		64	ENSPTRG00000029390.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029487	candidate_not_in_local_release115_gtf	ENSPTRG00000029487	1		90	ENSPTRG00000029487.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029526	candidate_not_in_local_release115_gtf	ENSPTRG00000029526	1		64	ENSPTRG00000029526.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029534	candidate_not_in_local_release115_gtf	ENSPTRG00000029534	1		90	ENSPTRG00000029534.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029773	candidate_not_in_local_release115_gtf	ENSPTRG00000029773	1		90	ENSPTRG00000029773.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029813	candidate_not_in_local_release115_gtf	ENSPTRG00000029813	1		90	ENSPTRG00000029813.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029820	candidate_not_in_local_release115_gtf	ENSPTRG00000029820	1		90	ENSPTRG00000029820.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000029878	replacement_not_protein_coding	ENSPTRG00000029878	1	pseudogene	116	ENSPTRG00000029878.3	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000029930	candidate_not_in_local_release115_gtf	ENSPTRG00000029930	1		90	ENSPTRG00000029930.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030086	candidate_not_in_local_release115_gtf	ENSPTRG00000030086	1		64	ENSPTRG00000030086.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030137	candidate_not_in_local_release115_gtf	ENSPTRG00000030137	1		64	ENSPTRG00000030137.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030224	candidate_not_in_local_release115_gtf	ENSPTRG00000030224	1		90	ENSPTRG00000030224.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030303	candidate_not_in_local_release115_gtf	ENSPTRG00000030303	1		90	ENSPTRG00000030303.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030309	candidate_not_in_local_release115_gtf	ENSPTRG00000030309	1		90	ENSPTRG00000030309.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030724	candidate_not_in_local_release115_gtf	ENSPTRG00000030724	1		64	ENSPTRG00000030724.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030738	candidate_not_in_local_release115_gtf	ENSPTRG00000030738	1		90	ENSPTRG00000030738.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000030896	candidate_not_in_local_release115_gtf	ENSPTRG00000030896	1		64	ENSPTRG00000030896.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031076	candidate_not_in_local_release115_gtf	ENSPTRG00000031076	1		64	ENSPTRG00000031076.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031106	replacement_not_protein_coding	ENSPTRG00000031106	1	processed_pseudogene	116	ENSPTRG00000031106.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000031149	candidate_not_in_local_release115_gtf	ENSPTRG00000031149	1		64	ENSPTRG00000031149.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031188	replacement_not_protein_coding	ENSPTRG00000031188	1	pseudogene	116	ENSPTRG00000031188.3	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000031198	candidate_not_in_local_release115_gtf	ENSPTRG00000031198	1		90	ENSPTRG00000031198.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031309	candidate_not_in_local_release115_gtf	ENSPTRG00000031309	1		90	ENSPTRG00000031309.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031337	candidate_not_in_local_release115_gtf	ENSPTRG00000031337	1		64	ENSPTRG00000031337.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031344	candidate_not_in_local_release115_gtf	ENSPTRG00000031344	1		64	ENSPTRG00000031344.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031432	candidate_not_in_local_release115_gtf	ENSPTRG00000031432	1		90	ENSPTRG00000031432.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031488	candidate_not_in_local_release115_gtf	ENSPTRG00000031488	1		90	ENSPTRG00000031488.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031502	candidate_not_in_local_release115_gtf	ENSPTRG00000031502;ENSPTRG00000040209	2		64	ENSPTRG00000031502.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000031669	candidate_not_in_local_release115_gtf	ENSPTRG00000031669	1		52	ENSPTRG00000031669.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000032479	candidate_not_in_local_release115_gtf	ENSPTRG00000032479	1		64	ENSPTRG00000032479.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000032498	candidate_not_in_local_release115_gtf	ENSPTRG00000032498	1		64	ENSPTRG00000032498.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000032507	candidate_not_in_local_release115_gtf	ENSPTRG00000032507	1		64	ENSPTRG00000032507.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000032706	replacement_not_protein_coding	ENSPTRG00000032706	1	snoRNA	116	ENSPTRG00000032706.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000032916	candidate_not_in_local_release115_gtf	ENSPTRG00000032916	1		52	ENSPTRG00000032916.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033099	candidate_not_in_local_release115_gtf	ENSPTRG00000033099	1		52	ENSPTRG00000033099.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033518	replacement_not_protein_coding	ENSPTRG00000033518	1	miRNA	116	ENSPTRG00000033518.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000033674	candidate_not_in_local_release115_gtf	ENSPTRG00000033674	1		64	ENSPTRG00000033674.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033699	candidate_not_in_local_release115_gtf	ENSPTRG00000033699	1		90	ENSPTRG00000033699.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033709	candidate_not_in_local_release115_gtf	ENSPTRG00000033709	1		64	ENSPTRG00000033709.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033722	candidate_not_in_local_release115_gtf	ENSPTRG00000033722	1		90	ENSPTRG00000033722.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033769	candidate_not_in_local_release115_gtf	ENSPTRG00000033769	1		90	ENSPTRG00000033769.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033828	candidate_not_in_local_release115_gtf	ENSPTRG00000033828	1		90	ENSPTRG00000033828.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033852	candidate_not_in_local_release115_gtf	ENSPTRG00000033852	1		64	ENSPTRG00000033852.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033865	candidate_not_in_local_release115_gtf	ENSPTRG00000033865	1		64	ENSPTRG00000033865.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033939	candidate_not_in_local_release115_gtf	ENSPTRG00000033939	1		64	ENSPTRG00000033939.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033943	candidate_not_in_local_release115_gtf	ENSPTRG00000033943	1		64	ENSPTRG00000033943.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033947	candidate_not_in_local_release115_gtf	ENSPTRG00000033947	1		64	ENSPTRG00000033947.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033967	candidate_not_in_local_release115_gtf	ENSPTRG00000033967	1		64	ENSPTRG00000033967.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000033986	candidate_not_in_local_release115_gtf	ENSPTRG00000033986	1		64	ENSPTRG00000033986.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034020	candidate_not_in_local_release115_gtf	ENSPTRG00000034020	1		90	ENSPTRG00000034020.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034047	candidate_not_in_local_release115_gtf	ENSPTRG00000034047	1		64	ENSPTRG00000034047.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034057	candidate_not_in_local_release115_gtf	ENSPTRG00000034057	1		64	ENSPTRG00000034057.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034094	candidate_not_in_local_release115_gtf	ENSPTRG00000034094	1		64	ENSPTRG00000034094.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034112	candidate_not_in_local_release115_gtf	ENSPTRG00000034112	1		64	ENSPTRG00000034112.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034121	candidate_not_in_local_release115_gtf	ENSPTRG00000034121	1		64	ENSPTRG00000034121.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034150	candidate_not_in_local_release115_gtf	ENSPTRG00000034150	1		64	ENSPTRG00000034150.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034165	candidate_not_in_local_release115_gtf	ENSPTRG00000034165	1		64	ENSPTRG00000034165.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034174	candidate_not_in_local_release115_gtf	ENSPTRG00000034174	1		90	ENSPTRG00000034174.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034197	candidate_not_in_local_release115_gtf	ENSPTRG00000034197	1		64	ENSPTRG00000034197.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034217	candidate_not_in_local_release115_gtf	ENSPTRG00000034217	1		64	ENSPTRG00000034217.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034271	candidate_not_in_local_release115_gtf	ENSPTRG00000034271	1		64	ENSPTRG00000034271.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034299	candidate_not_in_local_release115_gtf	ENSPTRG00000034299	1		64	ENSPTRG00000034299.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034327	candidate_not_in_local_release115_gtf	ENSPTRG00000034327	1		64	ENSPTRG00000034327.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034380	candidate_not_in_local_release115_gtf	ENSPTRG00000034380	1		90	ENSPTRG00000034380.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034391	candidate_not_in_local_release115_gtf	ENSPTRG00000034391	1		64	ENSPTRG00000034391.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034403	candidate_not_in_local_release115_gtf	ENSPTRG00000034403	1		64	ENSPTRG00000034403.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034422	candidate_not_in_local_release115_gtf	ENSPTRG00000034422	1		90	ENSPTRG00000034422.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034429	candidate_not_in_local_release115_gtf	ENSPTRG00000034429	1		64	ENSPTRG00000034429.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034447	candidate_not_in_local_release115_gtf	ENSPTRG00000034447	1		90	ENSPTRG00000034447.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034450	candidate_not_in_local_release115_gtf	ENSPTRG00000034450	1		64	ENSPTRG00000034450.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034457	candidate_not_in_local_release115_gtf	ENSPTRG00000034457	1		64	ENSPTRG00000034457.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034545	candidate_not_in_local_release115_gtf	ENSPTRG00000034545	1		64	ENSPTRG00000034545.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000034629	replacement_not_protein_coding	ENSPTRG00000034629	1	miRNA	116	ENSPTRG00000034629.2	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000034734	candidate_not_in_local_release115_gtf	ENSPTRG00000034734	1		64	ENSPTRG00000034734.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000035024	replacement_not_protein_coding	ENSPTRG00000043121;ENSPTRG00000051909	2	miRNA	90	ENSPTRG00000035024.1		success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000035985	candidate_not_in_local_release115_gtf	ENSPTRG00000035985	1		52	ENSPTRG00000035985.1		success	Archive candidate was not found in the local Ensembl 115 GTF
