original_hk_gene_id	mapping_status	candidate_ids	candidate_count	local_gene_biotype	api_release	api_latest	api_is_current	api_request_status	notes
ENSPTRG00000010808	candidate_not_in_local_release115_gtf	ENSPTRG00000010808	1		90	ENSPTRG00000010808.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000010891	candidate_not_in_local_release115_gtf	ENSPTRG00000010891	1		90	ENSPTRG00000010891.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011138	candidate_not_in_local_release115_gtf	ENSPTRG00000011138	1		90	ENSPTRG00000011138.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011158	candidate_not_in_local_release115_gtf	ENSPTRG00000011158	1		64	ENSPTRG00000011158.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011159	candidate_not_in_local_release115_gtf	ENSPTRG00000011159	1		64	ENSPTRG00000011159.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011193	candidate_not_in_local_release115_gtf	ENSPTRG00000011193	1		90	ENSPTRG00000011193.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011311	candidate_not_in_local_release115_gtf	ENSPTRG00000011311	1		64	ENSPTRG00000011311.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011353	candidate_not_in_local_release115_gtf	ENSPTRG00000011353	1		90	ENSPTRG00000011353.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011729	candidate_not_in_local_release115_gtf	ENSPTRG00000011729	1		90	ENSPTRG00000011729.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000011921	candidate_not_in_local_release115_gtf	ENSPTRG00000011921	1		90	ENSPTRG00000011921.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012030	candidate_not_in_local_release115_gtf	ENSPTRG00000012030	1		90	ENSPTRG00000012030.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012163	candidate_not_in_local_release115_gtf	ENSPTRG00000012163	1		64	ENSPTRG00000012163.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012347	candidate_not_in_local_release115_gtf	ENSPTRG00000012347	1		64	ENSPTRG00000012347.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012385	candidate_not_in_local_release115_gtf	ENSPTRG00000012385	1		64	ENSPTRG00000012385.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012388	candidate_not_in_local_release115_gtf	ENSPTRG00000012388	1		90	ENSPTRG00000012388.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012405	candidate_not_in_local_release115_gtf	ENSPTRG00000012405	1		90	ENSPTRG00000012405.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012410	candidate_not_in_local_release115_gtf	ENSPTRG00000012410	1		90	ENSPTRG00000012410.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012426	candidate_not_in_local_release115_gtf	ENSPTRG00000012426	1		64	ENSPTRG00000012426.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012468	candidate_not_in_local_release115_gtf	ENSPTRG00000012468	1		64	ENSPTRG00000012468.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012623	candidate_not_in_local_release115_gtf	ENSPTRG00000012623	1		64	ENSPTRG00000012623.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012661	candidate_not_in_local_release115_gtf	ENSPTRG00000012661	1		90	ENSPTRG00000012661.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012699	candidate_not_in_local_release115_gtf	ENSPTRG00000012699	1		90	ENSPTRG00000012699.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012843	candidate_not_in_local_release115_gtf	ENSPTRG00000012843	1		64	ENSPTRG00000012843.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012874	candidate_not_in_local_release115_gtf	ENSPTRG00000012874	1		64	ENSPTRG00000012874.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000012968	candidate_not_in_local_release115_gtf	ENSPTRG00000012968	1		64	ENSPTRG00000012968.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013014	candidate_not_in_local_release115_gtf	ENSPTRG00000013014	1		64	ENSPTRG00000013014.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013094	candidate_not_in_local_release115_gtf	ENSPTRG00000013094	1		90	ENSPTRG00000013094.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013106	candidate_not_in_local_release115_gtf	ENSPTRG00000013106	1		90	ENSPTRG00000013106.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013449	candidate_not_in_local_release115_gtf	ENSPTRG00000013449	1		64	ENSPTRG00000013449.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013475	candidate_not_in_local_release115_gtf	ENSPTRG00000013475	1		90	ENSPTRG00000013475.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013487	candidate_not_in_local_release115_gtf	ENSPTRG00000013487	1		64	ENSPTRG00000013487.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013521	candidate_not_in_local_release115_gtf	ENSPTRG00000013521	1		90	ENSPTRG00000013521.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013604	candidate_not_in_local_release115_gtf	ENSPTRG00000013604	1		64	ENSPTRG00000013604.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013671	candidate_not_in_local_release115_gtf	ENSPTRG00000013671	1		90	ENSPTRG00000013671.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013688	candidate_not_in_local_release115_gtf	ENSPTRG00000013688	1		90	ENSPTRG00000013688.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013822	candidate_not_in_local_release115_gtf	ENSPTRG00000013822	1		64	ENSPTRG00000013822.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013949	candidate_not_in_local_release115_gtf	ENSPTRG00000013949	1		90	ENSPTRG00000013949.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013959	candidate_not_in_local_release115_gtf	ENSPTRG00000013959	1		64	ENSPTRG00000013959.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013961	candidate_not_in_local_release115_gtf	ENSPTRG00000013961	1		90	ENSPTRG00000013961.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013964	candidate_not_in_local_release115_gtf	ENSPTRG00000013964	1		90	ENSPTRG00000013964.6		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013970	candidate_not_in_local_release115_gtf	ENSPTRG00000013970	1		64	ENSPTRG00000013970.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000013991	candidate_not_in_local_release115_gtf	ENSPTRG00000013991	1		90	ENSPTRG00000013991.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014039	candidate_not_in_local_release115_gtf	ENSPTRG00000014039	1		64	ENSPTRG00000014039.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014062	candidate_not_in_local_release115_gtf	ENSPTRG00000014062	1		90	ENSPTRG00000014062.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014063	candidate_not_in_local_release115_gtf	ENSPTRG00000014063	1		64	ENSPTRG00000014063.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014152	candidate_not_in_local_release115_gtf	ENSPTRG00000014152	1		64	ENSPTRG00000014152.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014230	candidate_not_in_local_release115_gtf	ENSPTRG00000014230	1		90	ENSPTRG00000014230.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014314	candidate_not_in_local_release115_gtf	ENSPTRG00000014314	1		64	ENSPTRG00000014314.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014414	candidate_not_in_local_release115_gtf	ENSPTRG00000014414	1		64	ENSPTRG00000014414.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014430	candidate_not_in_local_release115_gtf	ENSPTRG00000014430	1		90	ENSPTRG00000014430.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014447	candidate_not_in_local_release115_gtf	ENSPTRG00000014447	1		90	ENSPTRG00000014447.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014457	candidate_not_in_local_release115_gtf	ENSPTRG00000014457	1		64	ENSPTRG00000014457.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014567	candidate_not_in_local_release115_gtf	ENSPTRG00000014567	1		64	ENSPTRG00000014567.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014671	candidate_not_in_local_release115_gtf	ENSPTRG00000014671	1		90	ENSPTRG00000014671.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014692	candidate_not_in_local_release115_gtf	ENSPTRG00000014692	1		64	ENSPTRG00000014692.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014906	candidate_not_in_local_release115_gtf	ENSPTRG00000014906	1		64	ENSPTRG00000014906.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014930	candidate_not_in_local_release115_gtf	ENSPTRG00000014930	1		64	ENSPTRG00000014930.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014958	candidate_not_in_local_release115_gtf	ENSPTRG00000014958	1		90	ENSPTRG00000014958.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000014987	candidate_not_in_local_release115_gtf	ENSPTRG00000014987	1		64	ENSPTRG00000014987.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015025	candidate_not_in_local_release115_gtf	ENSPTRG00000015025	1		64	ENSPTRG00000015025.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015057	candidate_not_in_local_release115_gtf	ENSPTRG00000015057	1		90	ENSPTRG00000015057.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015131	candidate_not_in_local_release115_gtf	ENSPTRG00000015131	1		90	ENSPTRG00000015131.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015233	candidate_not_in_local_release115_gtf	ENSPTRG00000015233	1		90	ENSPTRG00000015233.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015260	candidate_not_in_local_release115_gtf	ENSPTRG00000015260	1		64	ENSPTRG00000015260.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015291	candidate_not_in_local_release115_gtf	ENSPTRG00000015291	1		64	ENSPTRG00000015291.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015395	candidate_not_in_local_release115_gtf	ENSPTRG00000015395	1		64	ENSPTRG00000015395.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015473	candidate_not_in_local_release115_gtf	ENSPTRG00000015473	1		90	ENSPTRG00000015473.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015529	candidate_not_in_local_release115_gtf	ENSPTRG00000015529	1		64	ENSPTRG00000015529.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015544	candidate_not_in_local_release115_gtf	ENSPTRG00000015544	1		90	ENSPTRG00000015544.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015560	candidate_not_in_local_release115_gtf	ENSPTRG00000015560	1		90	ENSPTRG00000015560.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015816	candidate_not_in_local_release115_gtf	ENSPTRG00000015816	1		64	ENSPTRG00000015816.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015828	candidate_not_in_local_release115_gtf	ENSPTRG00000015828	1		90	ENSPTRG00000015828.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015846	candidate_not_in_local_release115_gtf	ENSPTRG00000015846	1		64	ENSPTRG00000015846.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015862	candidate_not_in_local_release115_gtf	ENSPTRG00000015862	1		90	ENSPTRG00000015862.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015882	candidate_not_in_local_release115_gtf	ENSPTRG00000015882	1		64	ENSPTRG00000015882.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015884	candidate_not_in_local_release115_gtf	ENSPTRG00000015884	1		64	ENSPTRG00000015884.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015885	candidate_not_in_local_release115_gtf	ENSPTRG00000015885	1		64	ENSPTRG00000015885.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015889	candidate_not_in_local_release115_gtf	ENSPTRG00000015889	1		90	ENSPTRG00000015889.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015939	candidate_not_in_local_release115_gtf	ENSPTRG00000015939	1		90	ENSPTRG00000015939.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000015997	candidate_not_in_local_release115_gtf	ENSPTRG00000015997	1		64	ENSPTRG00000015997.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016019	candidate_not_in_local_release115_gtf	ENSPTRG00000016019	1		64	ENSPTRG00000016019.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016147	candidate_not_in_local_release115_gtf	ENSPTRG00000016147	1		90	ENSPTRG00000016147.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016324	candidate_not_in_local_release115_gtf	ENSPTRG00000016324	1		64	ENSPTRG00000016324.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016362	candidate_not_in_local_release115_gtf	ENSPTRG00000016362	1		90	ENSPTRG00000016362.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016421	candidate_not_in_local_release115_gtf	ENSPTRG00000016421	1		90	ENSPTRG00000016421.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016452	candidate_not_in_local_release115_gtf	ENSPTRG00000016452	1		90	ENSPTRG00000016452.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016456	candidate_not_in_local_release115_gtf	ENSPTRG00000016456	1		64	ENSPTRG00000016456.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016508	candidate_not_in_local_release115_gtf	ENSPTRG00000016508	1		64	ENSPTRG00000016508.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016639	candidate_not_in_local_release115_gtf	ENSPTRG00000016639	1		90	ENSPTRG00000016639.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016772	candidate_not_in_local_release115_gtf	ENSPTRG00000016772	1		64	ENSPTRG00000016772.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000016822	candidate_not_in_local_release115_gtf	ENSPTRG00000016822	1		90	ENSPTRG00000016822.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017178	candidate_not_in_local_release115_gtf	ENSPTRG00000017178	1		64	ENSPTRG00000017178.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017226	candidate_not_in_local_release115_gtf	ENSPTRG00000017226	1		90	ENSPTRG00000017226.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017237	candidate_not_in_local_release115_gtf	ENSPTRG00000017237	1		64	ENSPTRG00000017237.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017345	replacement_not_protein_coding	ENSPTRG00000017345	1	pseudogene	116	ENSPTRG00000017345.3	1	success	Candidate exists in local Ensembl 115 GTF but is not protein_coding
ENSPTRG00000017410	candidate_not_in_local_release115_gtf	ENSPTRG00000017410	1		64	ENSPTRG00000017410.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017453	candidate_not_in_local_release115_gtf	ENSPTRG00000017453	1		90	ENSPTRG00000017453.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017475	candidate_not_in_local_release115_gtf	ENSPTRG00000017475	1		64	ENSPTRG00000017475.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017562	candidate_not_in_local_release115_gtf	ENSPTRG00000017562	1		64	ENSPTRG00000017562.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017599	candidate_not_in_local_release115_gtf	ENSPTRG00000017599	1		64	ENSPTRG00000017599.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017628	candidate_not_in_local_release115_gtf	ENSPTRG00000017628	1		64	ENSPTRG00000017628.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017650	candidate_not_in_local_release115_gtf	ENSPTRG00000017650	1		64	ENSPTRG00000017650.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017744	candidate_not_in_local_release115_gtf	ENSPTRG00000017744	1		64	ENSPTRG00000017744.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017837	candidate_not_in_local_release115_gtf	ENSPTRG00000017837	1		90	ENSPTRG00000017837.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017915	candidate_not_in_local_release115_gtf	ENSPTRG00000017915	1		90	ENSPTRG00000017915.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017924	candidate_not_in_local_release115_gtf	ENSPTRG00000017924	1		90	ENSPTRG00000017924.6		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000017939	candidate_not_in_local_release115_gtf	ENSPTRG00000017939	1		90	ENSPTRG00000017939.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018314	candidate_not_in_local_release115_gtf	ENSPTRG00000018314	1		90	ENSPTRG00000018314.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018735	candidate_not_in_local_release115_gtf	ENSPTRG00000018735	1		90	ENSPTRG00000018735.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018742	candidate_not_in_local_release115_gtf	ENSPTRG00000018742	1		90	ENSPTRG00000018742.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018832	candidate_not_in_local_release115_gtf	ENSPTRG00000018832	1		64	ENSPTRG00000018832.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018837	candidate_not_in_local_release115_gtf	ENSPTRG00000018837	1		64	ENSPTRG00000018837.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018844	candidate_not_in_local_release115_gtf	ENSPTRG00000018844	1		64	ENSPTRG00000018844.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018845	candidate_not_in_local_release115_gtf	ENSPTRG00000018845	1		64	ENSPTRG00000018845.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018853	candidate_not_in_local_release115_gtf	ENSPTRG00000018853	1		64	ENSPTRG00000018853.1		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018897	candidate_not_in_local_release115_gtf	ENSPTRG00000018897	1		90	ENSPTRG00000018897.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018911	candidate_not_in_local_release115_gtf	ENSPTRG00000018911	1		64	ENSPTRG00000018911.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000018934	candidate_not_in_local_release115_gtf	ENSPTRG00000018934	1		90	ENSPTRG00000018934.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019126	candidate_not_in_local_release115_gtf	ENSPTRG00000019126	1		64	ENSPTRG00000019126.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019130	candidate_not_in_local_release115_gtf	ENSPTRG00000019130	1		64	ENSPTRG00000019130.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019243	candidate_not_in_local_release115_gtf	ENSPTRG00000019243	1		90	ENSPTRG00000019243.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019305	candidate_not_in_local_release115_gtf	ENSPTRG00000019305	1		64	ENSPTRG00000019305.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019385	candidate_not_in_local_release115_gtf	ENSPTRG00000019385	1		90	ENSPTRG00000019385.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019408	candidate_not_in_local_release115_gtf	ENSPTRG00000019408	1		90	ENSPTRG00000019408.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019454	candidate_not_in_local_release115_gtf	ENSPTRG00000019454	1		64	ENSPTRG00000019454.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019468	candidate_not_in_local_release115_gtf	ENSPTRG00000019468	1		90	ENSPTRG00000019468.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019605	candidate_not_in_local_release115_gtf	ENSPTRG00000019605	1		90	ENSPTRG00000019605.6		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019621	candidate_not_in_local_release115_gtf	ENSPTRG00000019621	1		90	ENSPTRG00000019621.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019754	candidate_not_in_local_release115_gtf	ENSPTRG00000019754	1		90	ENSPTRG00000019754.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019888	candidate_not_in_local_release115_gtf	ENSPTRG00000019888	1		64	ENSPTRG00000019888.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000019926	candidate_not_in_local_release115_gtf	ENSPTRG00000019926	1		64	ENSPTRG00000019926.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020037	candidate_not_in_local_release115_gtf	ENSPTRG00000020037	1		64	ENSPTRG00000020037.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020132	candidate_not_in_local_release115_gtf	ENSPTRG00000020132	1		64	ENSPTRG00000020132.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020141	candidate_not_in_local_release115_gtf	ENSPTRG00000020141	1		64	ENSPTRG00000020141.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020181	candidate_not_in_local_release115_gtf	ENSPTRG00000020181	1		64	ENSPTRG00000020181.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020214	candidate_not_in_local_release115_gtf	ENSPTRG00000020214	1		64	ENSPTRG00000020214.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020225	candidate_not_in_local_release115_gtf	ENSPTRG00000020225	1		64	ENSPTRG00000020225.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020345	candidate_not_in_local_release115_gtf	ENSPTRG00000020345	1		64	ENSPTRG00000020345.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020350	candidate_not_in_local_release115_gtf	ENSPTRG00000020350	1		90	ENSPTRG00000020350.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020365	candidate_not_in_local_release115_gtf	ENSPTRG00000020365	1		90	ENSPTRG00000020365.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020566	candidate_not_in_local_release115_gtf	ENSPTRG00000020566	1		90	ENSPTRG00000020566.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020621	candidate_not_in_local_release115_gtf	ENSPTRG00000020621	1		90	ENSPTRG00000020621.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020649	candidate_not_in_local_release115_gtf	ENSPTRG00000020649	1		90	ENSPTRG00000020649.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020929	candidate_not_in_local_release115_gtf	ENSPTRG00000020929	1		64	ENSPTRG00000020929.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000020996	candidate_not_in_local_release115_gtf	ENSPTRG00000020996	1		90	ENSPTRG00000020996.6		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021004	candidate_not_in_local_release115_gtf	ENSPTRG00000021004	1		64	ENSPTRG00000021004.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021021	candidate_not_in_local_release115_gtf	ENSPTRG00000021021	1		64	ENSPTRG00000021021.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021126	candidate_not_in_local_release115_gtf	ENSPTRG00000021126	1		90	ENSPTRG00000021126.6		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021199	candidate_not_in_local_release115_gtf	ENSPTRG00000021199	1		90	ENSPTRG00000021199.2		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021528	candidate_not_in_local_release115_gtf	ENSPTRG00000021528	1		64	ENSPTRG00000021528.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021558	candidate_not_in_local_release115_gtf	ENSPTRG00000021558	1		64	ENSPTRG00000021558.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021677	candidate_not_in_local_release115_gtf	ENSPTRG00000021677	1		90	ENSPTRG00000021677.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021723	candidate_not_in_local_release115_gtf	ENSPTRG00000021723	1		64	ENSPTRG00000021723.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021729	candidate_not_in_local_release115_gtf	ENSPTRG00000021729	1		64	ENSPTRG00000021729.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021745	candidate_not_in_local_release115_gtf	ENSPTRG00000021745	1		64	ENSPTRG00000021745.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021786	candidate_not_in_local_release115_gtf	ENSPTRG00000021786	1		90	ENSPTRG00000021786.5		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021801	candidate_not_in_local_release115_gtf	ENSPTRG00000021801	1		90	ENSPTRG00000021801.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021808	candidate_not_in_local_release115_gtf	ENSPTRG00000021808	1		64	ENSPTRG00000021808.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021821	candidate_not_in_local_release115_gtf	ENSPTRG00000021821	1		90	ENSPTRG00000021821.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021838	candidate_not_in_local_release115_gtf	ENSPTRG00000021838	1		64	ENSPTRG00000021838.3		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000021981	candidate_not_in_local_release115_gtf	ENSPTRG00000021981	1		90	ENSPTRG00000021981.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022019	candidate_not_in_local_release115_gtf	ENSPTRG00000022019	1		64	ENSPTRG00000022019.4		success	Archive candidate was not found in the local Ensembl 115 GTF
ENSPTRG00000022022	candidate_not_in_local_release115_gtf	ENSPTRG00000022022	1		64	ENSPTRG00000022022.3		success	Archive candidate was not found in the local Ensembl 115 GTF
